CNPJ;UF;Ente Federativo;Regime
89030639000123;RS;Liberato Salzano;RPPS
94707486000146;RS;Lindolfo Collor;RPPS
92123900000144;RS;Linha Nova;RGPS
01610568000197;RS;Maçambara;RGPS
87613576000102;RS;Machadinho;RGPS
01613501000106;RS;Mampituba;RPPS
91551762000131;RS;Manoel Viana;RGPS
94436342000100;RS;Maquiné;RPPS
93235943000184;RS;Maratá;RPPS
87599122000124;RS;Marau;RGPS
87613287000103;RS;Marcelino Ramos;RGPS
94068418000184;RS;Mariana Pimentel;RPPS
87613386000195;RS;Mariano Moro;RGPS
01607619000121;RS;Marques de Souza;RGPS
88485412000100;RS;Mata;RPPS
92412808000102;RS;Mato Castelhano;RGPS
94577590000163;RS;Mato Leitão;RPPS
04204318000145;RS;Mato Queimado;RGPS
87613279000167;RS;Maximiliano de Almeida;RGPS
91900381000110;RS;Minas do Leão;RGPS
87613121000197;RS;Miraguaí;RGPS
90221565000191;RS;Montauri;RGPS
01615314000161;RS;Monte Alegre dos Campos;RGPS
91987669000174;RS;Monte Belo do Sul;RGPS
90895905000160;RS;Montenegro;RPPS
92451038000107;RS;Mormaço;RPPS
93317980000131;RS;Morrinhos do Sul;RPPS
91558650000102;RS;Morro Redondo;RGPS
94707627000120;RS;Morro Reuter;RPPS
88000922000140;RS;Mostardas;RPPS
88224712000135;RS;Muçum;RGPS
01621714000180;RS;Muitos Capões;RPPS
92450998000144;RS;Muliterno;RGPS
87613519000123;RS;Não-Me-Toque;RPPS
92411974000186;RS;Nicolau Vergueiro;RGPS
91567974000107;RS;Nonoai;RPPS
92402502000167;RS;Nova Alvorada;RGPS
87502902000104;RS;Nova Araçá;RPPS
87502894000104;RS;Nova Bassano;RPPS
94704061000183;RS;Nova Boa Vista;RPPS
88600655000141;RS;Nova Bréscia;RPPS
01602258000120;RS;Nova Candelária;RPPS
92455393000146;RS;Nova Esperança do Sul;RPPS
91995365000159;RS;Nova Hartz;RPPS
92871532000112;RS;Nova Pádua;RPPS
88488358000156;RS;Nova Palma;RPPS
88572748000100;RS;Nova Petrópolis;RGPS
91618439000138;RS;Nova Prata;RPPS
01611828000149;RS;Nova Ramada;RGPS
91110296000159;RS;Nova Roma do Sul;RPPS
94309291000148;RS;Nova Santa Rita;RPPS
92410521000135;RS;Novo Barreiro;RPPS
01601856000185;RS;Novo Cabrais;RGPS
88254875000160;RS;Novo Hamburgo;RPPS
94187341000161;RS;Novo Machado;RPPS
92411172000176;RS;Novo Tiradentes;RPPS
04207526000106;RS;Novo Xingu;RGPS
88814181000130;RS;Osório;RPPS
87613568000166;RS;Paim Filho;RGPS
90836701000158;RS;Palmares do Sul;RPPS
88541354000194;RS;Palmeira das Missões;RPPS
87612909000189;RS;Palmitinho;RGPS
88702089000189;RS;Panambi;RPPS
91342667000128;RS;Pantano Grande;RPPS
87502886000150;RS;Paraí;RPPS
92000207000184;RS;Paraíso do Sul;RPPS
93235950000186;RS;Pareci Novo;RPPS
88372883000101;RS;Parobé;RPPS
01612364000195;RS;Passa Sete;RPPS
94577616000173;RS;Passo do Sobrado;RPPS
87612537000190;RS;Passo Fundo;RPPS
04215168000175;RS;Paulo Bento;RGPS
91693317000106;RS;Paverama;RPPS
04219099000178;RS;Pedras Altas;RPPS
88859962000141;RS;Pedro Osório;RGPS
87566188000118;RS;Pejuçara;RPPS
87455531000157;RS;Pelotas;RPPS
92871466000180;RS;Picada Café;RGPS
92005586000103;RS;Pinhal;RPPS
04213870000108;RS;Pinhal da Serra;RGPS
94444346000122;RS;Pinhal Grande;RPPS
92411099000132;RS;Pinheirinho do Vale;RGPS
88084942000146;RS;Pinheiro Machado;RPPS
04213671000191;RS;Pinto Bandeira;RGPS
91553941000108;RS;Pirapó;RPPS
88861448000140;RS;Piratini;RPPS
87612891000115;RS;Planalto;RGPS
91693333000107;RS;Poço das Antas;RGPS
92451152000129;RS;Pontão;RPPS
93539161000139;RS;Ponte Preta;RGPS
87344016000108;RS;Portão;RPPS
92963560000160;RS;Porto Alegre;RPPS
87613659000100;RS;Porto Lucena;RPPS
93845519000151;RS;Porto Mauá;RPPS
91105452000193;RS;Porto Vera Cruz;RPPS
87613667000148;RS;Porto Xavier;RPPS
92454826000149;RS;Pouso Novo;RGPS
94707494000192;RS;Presidente Lucena;RPPS
92454800000109;RS;Progresso;RGPS
91566885000146;RS;Protásio Alves;RGPS
88186754000129;RS;Putinga;RPPS
88123492000153;RS;Quaraí;RGPS
04215994000114;RS;Quatro Irmãos;RGPS
94444122000110;RS;Quevedos;RPPS
91574764000146;RS;Quinze de Novembro;RPPS
87613113000140;RS;Redentora;RPPS
92402510000103;RS;Relvado;RGPS
87490306000151;RS;Restinga Seca;RPPS
94704103000186;RS;Rio dos Índios;RPPS
88566872000162;RS;Rio Grande;RPPS
88821079000162;RS;Rio Pardo;RGPS
92401553000174;RS;Riozinho;RPPS
88187935000170;RS;Roca Sales;RPPS
87613204000186;RS;Rodeio Bonito;RGPS
04203896000167;RS;Rolador;RPPS
90936956000192;RS;Rolante;RGPS
87711503000153;RS;Ronda Alta;RPPS
87712212000180;RS;Rondinha;RPPS
87612982000150;RS;Roque Gonzales;RPPS
88138292000174;RS;Rosário do Sul;RPPS
92410422000153;RS;Sagrada Família;RPPS
92399153000171;RS;Saldanha Marinho;RPPS
89658025000190;RS;Salto do Jacuí;RPPS
93592731000154;RS;Salvador das Missões;RPPS
87860763000190;RS;Salvador do Sul;RPPS
87613543000162;RS;Sananduva;RPPS
88496468000160;RS;Santa Bárbara do Sul;RPPS
04215090000199;RS;Santa Cecília do Sul;RGPS
94705936000161;RS;Santa Clara do Sul;RGPS
95440517000108;RS;Santa Cruz do Sul;RGPS
04219343000100;RS;Santa Margarida do Sul;RGPS
88488366000100;RS;Santa Maria;RPPS
91995373000103;RS;Santa Maria do Herval;RPPS
88546890000182;RS;Santa Rosa;RPPS
91987719000113;RS;Santa Tereza;RGPS
88824099000197;RS;Santa Vitória do Palmar;RPPS
88141460000180;RS;Santana da Boa Vista;RPPS
88124961000159;RS;Santana do Livramento;RPPS
87897740000150;RS;Santiago;RPPS
87613071000148;RS;Santo Ângelo;RPPS
88814199000132;RS;Santo Antônio da Patrulha;RPPS
87612974000104;RS;Santo Antônio das Missões;RPPS
92412832000133;RS;Santo Antônio do Palma;RGPS
94704020000197;RS;Santo Antônio do Planalto;RPPS
87613105000102;RS;Santo Augusto;RPPS
87612818000143;RS;Santo Cristo;RPPS
90484296000156;RS;Santo Expedito do Sul;RGPS
88489786000101;RS;São Borja;RPPS
92406453000130;RS;São Domingos do Sul;RGPS
87896882000101;RS;São Francisco de Assis;RPPS
88756879000147;RS;São Francisco de Paula;RPPS
88768080000170;RS;São Gabriel;RPPS
88117700000101;RS;São Jerônimo;RPPS
90483082000165;RS;São João da Urtiga;RPPS
94444247000140;RS;São João do Polêsine;RGPS
91566851000151;RS;São Jorge;RGPS
92410463000140;RS;São José das Missões;RGPS
92406511000126;RS;São José do Herval;RPPS
92122753000198;RS;São José do Hortêncio;RPPS
94187358000119;RS;São José do Inhacorá;RPPS
88568902000170;RS;São José do Norte;RGPS
87613550000164;RS;São José do Ouro;RGPS
04208358000165;RS;São José do Sul;RGPS
92868850000124;RS;São José dos Ausentes;RPPS
89814693000160;RS;São Leopoldo;RPPS
87893111000152;RS;São Lourenço do Sul;RPPS
87613022000105;RS;São Luiz Gonzaga;RPPS
88818299000137;RS;São Marcos;RPPS
87613097000196;RS;São Martinho;RPPS
94444403000173;RS;São Martinho da Serra;RGPS
89971758000180;RS;São Miguel das Missões;RPPS
87612966000168;RS;São Nicolau;RPPS
87613642000144;RS;São Paulo das Missões;RPPS
93235968000188;RS;São Pedro da Serra;RPPS
04229729000195;RS;São Pedro das Missões;RGPS
93592715000161;RS;São Pedro do Butiá;RPPS
87489910000168;RS;São Pedro do Sul;RPPS
88370879000104;RS;São Sebastião do Caí;RPPS
97229181000164;RS;São Sepé;RPPS
87613378000149;RS;São Valentim;RGPS
92902055000105;RS;São Valentim do Sul;RPPS
94442241000134;RS;São Valério do Sul;RPPS
91984492000152;RS;São Vendelino;RPPS
87572079000103;RS;São Vicente do Sul;RPPS
87366159000102;RS;Sapiranga;RPPS
88185020000125;RS;Sapucaia do Sul;RPPS
97320030000117;RS;Sarandi;RPPS
87613196000178;RS;Seberi;RPPS
91997056000118;RS;Sede Nova;RPPS
92000215000120;RS;Segredo;RPPS
87613501000121;RS;Selbach;RPPS
01611536000106;RS;Senador Salgado Filho;RGPS
94068277000108;RS;Sentinela do Sul;RGPS
88597984000180;RS;Serafina Corrêa;RPPS
94706033000103;RS;Sério;RPPS
87614269000146;RS;Sertão;RGPS
94068236000103;RS;Sertão Santana;RPPS
01612776000125;RS;Sete de Setembro;RPPS
87613360000147;RS;Severiano de Almeida;RGPS
92457217000143;RS;Silveira Martins;RPPS
94577632000166;RS;Sinimbu;RGPS
87592861000194;RS;Sobradinho;RPPS
87738530000110;RS;Soledade;RPPS
01615515000169;RS;Tabaí;RGPS
87615449000142;RS;Tapejara;RPPS
87613493000113;RS;Tapera;RPPS
88811948000178;RS;Tapes;RPPS
97761407000173;RS;Taquara;RPPS
88067780000138;RS;Taquari;RGPS
92403567000127;RS;Taquaruçu do Sul;RGPS
88427018000115;RS;Tavares;RGPS
87613089000140;RS;Tenente Portela;RPPS
90256660000120;RS;Terra de Areia;RPPS
88661400000199;RS;Teutônia;RPPS
04207638000159;RS;Tio Hugo;RGPS
94726320000177;RS;Tiradentes do Sul;RGPS
01539271000182;RS;Toropi;RPPS
87876801000101;RS;Torres;RPPS
88771001000180;RS;Tramandaí;RPPS
94706124000130;RS;Travesseiro;RGPS
92453810000111;RS;Três Arroios;RPPS
91103127000191;RS;Três Cachoeiras;RGPS
88199971000153;RS;Três Coroas;RPPS
87612800000141;RS;Três de Maio;RPPS
93317998000133;RS;Três Forquilhas;RPPS
92399112000185;RS;Três Palmeiras;RPPS
87613188000121;RS;Três Passos;RPPS
92399211000167;RS;Trindade do Sul;RPPS
88363189000128;RS;Triunfo;RPPS
87612792000133;RS;Tucunduva;RPPS
92406438000192;RS;Tunas;RPPS
90484320000157;RS;Tupanci do Sul;RGPS
88227764000165;RS;Tupanciretã;RPPS
92122712000100;RS;Tupandi;RPPS
87613634000106;RS;Tuparendi;RPPS
01613067000164;RS;Turuçu;RGPS
01611538000103;RS;Ubiretama;RPPS
92902154000197;RS;União da Serra;RGPS
01613119000100;RS;Unistalda;RGPS
88131164000107;RS;Uruguaiana;RPPS
87866745000116;RS;Vacaria;RGPS
94577574000170;RS;Vale do Sol;RPPS
92123918000146;RS;Vale Real;RPPS
01624729000100;RS;Vale Verde;RPPS
92406206000134;RS;Vanini;RGPS
87334918000155;RS;Venâncio Aires;RPPS
98661366000106;RS;Vera Cruz;RPPS
98671597000109;RS;Veranópolis;RPPS
01611117000174;RS;Vespasiano Correa;RGPS
87613352000109;RS;Viadutos;RPPS
88000914000101;RS;Viamão;RPPS
87612883000179;RS;Vicente Dutra;RGPS
87613485000177;RS;Victor Graeff;RPPS
91566869000153;RS;Vila Flores;RPPS
01612386000155;RS;Vila Lângaro;RPPS
92406115000107;RS;Vila Maria;RPPS
94444189000155;RS;Vila Nova do Sul;RPPS
92403583000110;RS;Vista Alegre;RGPS
91566877000108;RS;Vista Alegre do Prata;RGPS
91997072000100;RS;Vista Gaúcha;RPPS
94449030000123;RS;Vitória das Missões;RPPS
04215147000150;RS;Westfália;RGPS
94436474000124;RS;Xangri-lá;RPPS
78511052000110;SC;Abdon Batista;RGPS
83009886000161;SC;Abelardo Luz;RGPS
83102582000144;SC;Agrolândia;RGPS
83102590000190;SC;Agronômica;RGPS
82939398000190;SC;Água Doce;RGPS
82804212000196;SC;Águas de Chapecó;RGPS
95990180000102;SC;Águas Frias;RGPS
82892266000150;SC;Águas Mornas;RPPS
83102608000154;SC;Alfredo Wagner;RGPS
01614374000160;SC;Alto Bela Vista;RGPS
83024687000122;SC;Anchieta;RGPS
82951195000110;SC;Angelina;RPPS
82777335000185;SC;Anita Garibaldi;RGPS
82892332000192;SC;Anitápolis;RPPS
82892290000190;SC;Antônio Carlos;RPPS
79373767000116;SC;Apiúna;RGPS
95995221000153;SC;Arabutã;RGPS
83102228000110;SC;Araquari;RPPS
82911249000113;SC;Araranguá;RGPS
82928664000180;SC;Armazém;RGPS
82826462000127;SC;Arroio Trinta;RPPS
95995247000100;SC;Arvoredo;RGPS
83102772000161;SC;Ascurra;RGPS
83102616000109;SC;Atalanta;RGPS
83102624000147;SC;Aurora;RGPS
01605479000152;SC;Balneário Arroio do Silva;RGPS
95954509000180;SC;Balneário Barra do Sul;RPPS
83102285000107;SC;Balneário Camboriú;RPPS
01511659000175;SC;Balneário Gaivota;RGPS
83102335000148;SC;Balneário Piçarras;RPPS
17243084000197;SC;Balneário Rincão;RGPS
01612528000184;SC;Bandeirante;RGPS
01612527000130;SC;Barra Bonita;RGPS
83102830000157;SC;Barra Velha;RPPS
01612888000186;SC;Bela Vista do Toldo;RGPS
80912108000190;SC;Belmonte;RGPS
83102780000108;SC;Benedito Novo;RGPS
82892308000153;SC;Biguaçu;RPPS
83108357000115;SC;Blumenau;RPPS
01606852000190;SC;Bocaina do Sul;RGPS
82844754000192;SC;Bom Jardim da Serra;RGPS
01551148000187;SC;Bom Jesus;RGPS
01594009000130;SC;Bom Jesus do Oeste;RGPS
82777343000121;SC;Bom Retiro;RGPS
95815379000102;SC;Bombinhas;RGPS
83102350000196;SC;Botuverá;RGPS
82926551000145;SC;Braço do Norte;RGPS
95952230000167;SC;Braço do Trombudo;RGPS
01613853000161;SC;Brunópolis;RGPS
83102343000194;SC;Brusque;RPPS
83074302000131;SC;Caçador;RPPS
82940776000156;SC;Caibi;RGPS
95949806000137;SC;Calmon;RGPS
83102293000145;SC;Camboriú;RPPS
83102749000177;SC;Campo Alegre;RPPS
82777319000192;SC;Campo Belo do Sul;RGPS
83026765000128;SC;Campo Erê;RGPS
82939232000174;SC;Campos Novos;RGPS
82562893000123;SC;Canelinha;RGPS
83102384000180;SC;Canoinhas;RPPS
01599409000139;SC;Capão Alto;RGPS
82939406000107;SC;Capinzal;RGPS
95780441000160;SC;Capivari de Baixo;RGPS
82939414000145;SC;Catanduvas;RGPS
83021816000129;SC;Caxambu do Sul;RGPS
78493343000122;SC;Celso Ramos;RGPS
95991097000158;SC;Cerro Negro;RGPS
01613120000127;SC;Chapadão do Lageado;RGPS
83021808000182;SC;Chapecó;RPPS
95778056000188;SC;Cocal do Sul;RGPS
83024257000100;SC;Concórdia;RPPS
95990198000104;SC;Cordilheira Alta;RGPS
83021824000175;SC;Coronel Freitas;RGPS
95993093000109;SC;Coronel Martins;RGPS
75438655000145;SC;Correia Pinto;RGPS
83102467000170;SC;Corupá;RGPS
82916818000113;SC;Criciúma;RPPS
83021147000195;SC;Cunha Porã;RGPS
01612116000144;SC;Cunhataí;RGPS
83754044000134;SC;Curitibanos;RPPS
83026138000197;SC;Descanso;RGPS
83026773000174;SC;Dionísio Cerqueira;RGPS
83102426000183;SC;Dona Emma;RGPS
79373775000162;SC;Doutor Pedrinho;RGPS
01612698000169;SC;Entre Rios;RGPS
01608905000101;SC;Ermo;RGPS
82939422000191;SC;Erval Velho;RGPS
83009910000162;SC;Faxinal dos Guedes;RGPS
01566621000108;SC;Flor do Sertão;RGPS
82892282000143;SC;Florianópolis;RPPS
80637424000109;SC;Formosa do Sul;RGPS
81531162000158;SC;Forquilhinha;RPPS
82947979000174;SC;Fraiburgo;RGPS
01616039000109;SC;Frei Rogério;RGPS
83009902000116;SC;Galvão;RGPS
82836057000190;SC;Garopaba;RPPS
83102848000159;SC;Garuva;RGPS
83102244000102;SC;Gaspar;RGPS
82892373000189;SC;Governador Celso Ramos;RGPS
82951229000176;SC;Governo do Estado de Santa Catarina;RPPS
82558149000155;SC;Grão Pará;RGPS
82926569000147;SC;Gravatal;RGPS
83102368000198;SC;Guabiruba;RGPS
82821216000182;SC;Guaraciaba;RGPS
83102475000116;SC;Guaramirim;RGPS
83027045000187;SC;Guarujá do Sul;RGPS
95990206000112;SC;Guatambú;RGPS
82939430000138;SC;Herval d'Oeste;RPPS
01612745000174;SC;Ibiam;RGPS
82939448000130;SC;Ibicaré;RGPS
83102418000137;SC;Ibirama;RGPS
82916800000111;SC;Içara;RPPS
83102301000153;SC;Ilhota;RPPS
82538851000157;SC;Imaruí;RGPS
82909409000190;SC;Imbituba;RGPS
83102632000193;SC;Imbuia;RGPS
83102798000100;SC;Indaial;RPPS
01612744000120;SC;Iomerê;RGPS
82814260000165;SC;Ipira;RGPS
78485554000113;SC;Iporã do Oeste;RGPS
95993028000183;SC;Ipuaçu;RGPS
82814575000102;SC;Ipumirim;RGPS
80623606000112;SC;Iraceminha;RGPS
82939455000131;SC;Irani;RGPS
95990230000151;SC;Irati;RGPS
83102558000105;SC;Irineópolis;RGPS
83024240000153;SC;Itá;RGPS
83102517000119;SC;Itaiópolis;RPPS
83102277000152;SC;Itajaí;RPPS
82572207000103;SC;Itapema;RGPS
82821208000136;SC;Itapiranga;RGPS
81140303000101;SC;Itapoá;RPPS
83102640000130;SC;Ituporanga;RGPS
82939463000188;SC;Jaborá;RGPS
82960758000136;SC;Jacinto Machado;RGPS
82928698000174;SC;Jaguaruna;RGPS
83102459000123;SC;Jaraguá do Sul;RPPS
80637457000140;SC;Jardinópolis;RGPS
82939380000199;SC;Joaçaba;RPPS
83169623000110;SC;Joinville;RPPS
79372553000125;SC;José Boiteux;RGPS
01593132000137;SC;Jupiá;RGPS
82939471000124;SC;Lacerdópolis;RGPS
82777301000190;SC;Lages;RPPS
82928706000182;SC;Laguna;RGPS
95993077000116;SC;Lajeado Grande;RGPS
83102657000197;SC;Laurentino;RGPS
82558909000124;SC;Lauro Muller;RGPS
83074310000188;SC;Lebon Régis;RGPS
82924390000150;SC;Leoberto Leal;RPPS
78510112000180;SC;Lindóia do Sul;RGPS
83102665000133;SC;Lontras;RGPS
83102319000155;SC;Luiz Alves;RGPS
01613428000172;SC;Luzerna;RGPS
95992020000100;SC;Macieira;RPPS
83102509000172;SC;Mafra;RPPS
82845744000171;SC;Major Gercino;RGPS
83102392000127;SC;Major Vieira;RPPS
82915026000124;SC;Maracajá;RPPS
82821190000172;SC;Maravilha;RGPS
78509072000156;SC;Marema;RGPS
83102483000162;SC;Massaranduba;RGPS
83102566000151;SC;Matos Costa;RGPS
82837741000196;SC;Meleiro;RGPS
95952248000169;SC;Mirim Doce;RGPS
83021832000111;SC;Modelo;RGPS
83028415000109;SC;Mondaí;RGPS
95996104000104;SC;Monte Carlo;RGPS
83102525000165;SC;Monte Castelo;RGPS
83000323000102;SC;Morro da Fumaça;RGPS
95782785000108;SC;Morro Grande;RGPS
83102855000150;SC;Navegantes;RPPS
83021840000168;SC;Nova Erechim;RGPS
95990131000170;SC;Nova Itaberaba;RGPS
82925025000160;SC;Nova Trento;RPPS
82916826000160;SC;Nova Veneza;RGPS
95990115000187;SC;Novo Horizonte;RPPS
82926544000143;SC;Orleans;RGPS
75326066000175;SC;Otacílio Costa;RPPS
82777228000157;SC;Ouro;RGPS
80913031000172;SC;Ouro Verde;RGPS
01614376000159;SC;Paial;RGPS
01608820000123;SC;Painel;RGPS
82892316000108;SC;Palhoça;RPPS
83028639000102;SC;Palma Sola;RGPS
01610566000106;SC;Palmeira;RGPS
85361863000147;SC;Palmitos;RGPS
83102533000101;SC;Papanduva;RPPS
80912009000108;SC;Paraíso;RGPS
95782793000154;SC;Passo de Torres;RGPS
95993085000162;SC;Passos Maia;RPPS em Extinção
82892365000132;SC;Paulo Lopes;RGPS
82928680000172;SC;Pedras Grandes;RGPS
83102327000100;SC;Penha;RGPS
82815085000120;SC;Peritiba;RGPS
16780795000138;SC;Pescaria Brava;RGPS
83102673000180;SC;Petrolândia;RGPS
83021857000115;SC;Pinhalzinho;RGPS
82827148000169;SC;Pinheiro Preto;RPPS
82815481000158;SC;Piratuba;RGPS
95990255000155;SC;Planalto Alegre;RGPS
83102251000104;SC;Pomerode;RPPS
83755850000127;SC;Ponte Alta;RGPS
95991287000175;SC;Ponte Alta do Norte;RGPS
82777236000101;SC;Ponte Serrada;RGPS
82575812000120;SC;Porto Belo;RPPS
83102541000158;SC;Porto União;RPPS
83102681000126;SC;Pouso Redondo;RGPS
82913211000180;SC;Praia Grande;RGPS
82777244000140;SC;Presidente Castelo Branco;RGPS
83102434000120;SC;Presidente Getúlio;RGPS
83102699000128;SC;Presidente Nereu;RGPS
01612836000100;SC;Princesa;RGPS
83021865000161;SC;Quilombo;RGPS
82892357000196;SC;Rancho Queimado;RPPS
83074294000123;SC;Rio das Antas;RPPS
83102707000136;SC;Rio do Campo;RPPS
83102715000182;SC;Rio do Oeste;RGPS
83102574000106;SC;Rio do Sul;RPPS
83102806000118;SC;Rio dos Cedros;RGPS
82926585000130;SC;Rio Fortuna;RGPS
83102756000179;SC;Rio Negrinho;RPPS
95991071000100;SC;Rio Rufino;RGPS
95988309000148;SC;Riqueza;RGPS
83102814000164;SC;Rodeio;RGPS
82821182000126;SC;Romelândia;RGPS
83102723000129;SC;Salete;RPPS
01612844000156;SC;Saltinho;RGPS
82827353000124;SC;Salto Veloso;RPPS
95780458000117;SC;Sangão;RGPS
85997237000141;SC;Santa Cecília;RGPS
80912140000175;SC;Santa Helena;RGPS
82926593000186;SC;Santa Rosa de Lima;RGPS
80989965000198;SC;Santa Rosa do Sul;RGPS
95951323000177;SC;Santa Terezinha;RGPS
01612847000190;SC;Santa Terezinha do Progresso;RGPS
01612781000138;SC;Santiago do Sul;RGPS
82892324000146;SC;Santo Amaro da Imperatriz;RPPS
86051398000100;SC;São Bento do Sul;RPPS
01612812000150;SC;São Bernardino;RGPS
82892340000139;SC;São Bonifácio;RGPS
82945718000115;SC;São Carlos;RGPS
95991261000127;SC;São Cristovão do Sul;RPPS
83009894000108;SC;São Domingos;RGPS
83102269000106;SC;São Francisco do Sul;RPPS
82925652000100;SC;São João Batista;RPPS
95954442000183;SC;São João do Itaperiú;RGPS
80911936000103;SC;São João do Oeste;RGPS
82547274000160;SC;São João do Sul;RGPS
82561093000198;SC;São Joaquim;RGPS
82892274000105;SC;São José;RPPS
83026781000110;SC;São José do Cedro;RGPS
82777327000139;SC;São José do Cerrito;RGPS
83021873000108;SC;São Lourenço do Oeste;RGPS
82926536000105;SC;São Ludgero;RGPS
82836818000103;SC;São Martinho;RGPS
80912124000182;SC;São Miguel da Boa Vista;RGPS
82821174000180;SC;São Miguel do Oeste;RGPS
01613101000109;SC;São Pedro de Alcântara;RPPS
83021881000154;SC;Saudades;RGPS
83102491000109;SC;Schroeder;RGPS
83024505000113;SC;Seara;RGPS
80622319000198;SC;Serra Alta;RGPS
82929407000162;SC;Siderópolis;RGPS
82963216000117;SC;Sombrio;RGPS
95990107000130;SC;Sul Brasil;RGPS
82765488000102;SC;Taió;RPPS
82827999000101;SC;Tangará;RGPS
01566620000155;SC;Tigrinhos;RGPS
82577636000165;SC;Tijucas;RPPS
82915232000134;SC;Timbé do Sul;RGPS
83102764000115;SC;Timbó;RPPS
78497492000160;SC;Timbó Grande;RPPS
83102400000135;SC;Três Barras;RGPS
01614019000190;SC;Treviso;RGPS
82928672000126;SC;Treze de Maio;RGPS
82777251000141;SC;Treze Tílias;RGPS
83102731000175;SC;Trombudo Central;RGPS
82928656000133;SC;Tubarão;RGPS
78486198000152;SC;Tunápolis;RGPS
82548983000160;SC;Turvo;RGPS
78505591000146;SC;União do Oeste;RGPS
82843582000132;SC;Urubici;RGPS
78492576000100;SC;Urupema;RGPS
82930181000110;SC;Urussanga;RGPS
83009928000164;SC;Vargeão;RGPS
95995130000118;SC;Vargem;RGPS
95996187000131;SC;Vargem Bonita;RGPS
83102376000134;SC;Vidal Ramos;RGPS
83039842000184;SC;Videira;RPPS
79372520000185;SC;Vitor Meireles;RGPS
83102442000176;SC;Witmarsum;RGPS
83009860000113;SC;Xanxerê;RGPS
83009878000115;SC;Xavantina;RGPS
82854670000130;SC;Xaxim;RGPS
01612387000108;SC;Zortéa;RGPS
13110564000129;SE;Amparo do São Francisco;RGPS
13000609000102;SE;Aquidabã;RGPS
13128780000100;SE;Aracaju;RPPS
13095260000130;SE;Arauá;RGPS
13100995000104;SE;Areia Branca;RGPS
13128863000190;SE;Barra dos Coqueiros;RPPS em Extinção
13097068000182;SE;Boquim;RGPS
13110903000177;SE;Brejo Grande;RGPS
13134614000108;SE;Campo do Brito;RGPS
13115381000104;SE;Canhoba;RGPS
13120225000123;SE;Canindé de São Francisco;RGPS
13119961000161;SE;Capela;RGPS
13099882000136;SE;Carira;RGPS
13108535000122;SE;Carmópolis;RGPS
13117601000120;SE;Cedro de São João;RGPS
13096029000160;SE;Cristinápolis;RGPS
13112289000182;SE;Cumbe;RGPS
13108733000196;SE;Divina Pastora;RGPS
13097050000180;SE;Estância;RGPS
13112511000147;SE;Feira Nova;RGPS
13100102000120;SE;Frei Paulo;RGPS
13112669000117;SE;Gararu;RGPS
13108899000102;SE;General Maynard;RGPS
13128798000101;SE;Governo do Estado de Sergipe;RPPS
13112875000127;SE;Gracho Cardoso;RGPS
13111224000112;SE;Ilha das Flores;RPPS
13097894000121;SE;Indiaroba;RGPS
13104740000110;SE;Itabaiana;RGPS
13098181000182;SE;Itabaianinha;RGPS
13113063000104;SE;Itabi;RGPS
13128889000139;SE;Itaporanga d'Ajuda;RGPS
13093786000180;SE;Japaratuba;RGPS
13115910000161;SE;Japoatã;RGPS
13124052000111;SE;Lagarto;RGPS
13120613000104;SE;Laranjeiras;RGPS
13103684000107;SE;Macambira;RGPS
13115993000199;SE;Malhada dos Bois;RGPS
13104757000177;SE;Malhador;RGPS
13109350000132;SE;Maruim;RGPS
13104112000134;SE;Moita Bonita;RGPS
13113287000108;SE;Monte Alegre de Sergipe;RGPS
13094222000162;SE;Muribeca;RGPS
13111679000138;SE;Neópolis;RGPS
13101308000175;SE;Nossa Senhora Aparecida;RGPS
13113626000156;SE;Nossa Senhora da Glória;RGPS
13094446000174;SE;Nossa Senhora das Dores;RGPS
13113766000124;SE;Nossa Senhora de Lourdes;RGPS
13128814000158;SE;Nossa Senhora do Socorro;RGPS
13112222000148;SE;Pacatuba;RGPS
13100482000101;SE;Pedra Mole;RGPS
13098736000196;SE;Pedrinhas;RGPS
13100680000167;SE;Pinhão;RGPS
13095039000181;SE;Pirambu;RGPS
13114004000142;SE;Poço Redondo;RGPS
13106935000107;SE;Poço Verde;RGPS
13131982000100;SE;Porto da Folha;RGPS
13117320000178;SE;Propriá;RGPS
13107180000157;SE;Riachão do Dantas;RGPS
13128897000185;SE;Riachuelo;RGPS
13104427000181;SE;Ribeirópolis;RGPS
13109756000115;SE;Rosário do Catete;RGPS
13107453000163;SE;Salgado;RGPS
13098942000104;SE;Santa Luzia do Itanhy;RGPS
13109954000189;SE;Santa Rosa de Lima;RGPS
32846347000146;SE;Santana do São Francisco;RGPS
13110218000140;SE;Santo Amaro das Brotas;RGPS
13128855000144;SE;São Cristóvão;RGPS
13104732000173;SE;São Domingos;RGPS
13118435000187;SE;São Francisco;RGPS
13114533000146;SE;São Miguel do Aleixo;RGPS
13108089000156;SE;Simão Dias;RGPS
13110408000168;SE;Siriri;RGPS
13118591000148;SE;Telha;RGPS
13119300000136;SE;Tobias Barreto;RGPS
13099205000118;SE;Tomar do Geru;RPPS
13099395000173;SE;Umbaúba;RGPS
43008291000177;SP;Adamantina;RGPS
45140431000191;SP;Adolfo;RGPS
46425229000179;SP;Aguaí;RGPS
44831733000143;SP;Águas da Prata;RPPS
46439683000189;SP;Águas de Lindóia;RGPS
46634226000145;SP;Águas de Santa Bárbara;RGPS
45739174000109;SP;Águas de São Pedro;RGPS
